custom_id,Index,Character,Pinyin,Radical,Strokes,Structure,Sentence,Words
1972,1972,棍,"[""gùn""]",木,12,左右结构,大家都认为他是个恶棍。,"[""棍子"", ""恶棍"", ""木棍"", ""铁棍"", ""棍棒"", ""赌棍"", ""光棍"", ""冰棍""]"
1973,1973,港,"[""gǎng""]",氵,12,左右结构,我们急急忙忙回到了港口。,"[""港口"", ""香港"", ""港湾"", ""军港"", ""港币"", ""海港""]"
1974,1974,愤,"[""fèn""]",忄,12,左右结构,经过争论之后她愤然离开。,"[""愤怒"", ""愤恨"", ""悲愤"", ""愤然"", ""泄愤"", ""愤愤不平"", ""人神共愤""]"
1975,1975,袜,"[""wà""]",衤,10,左右结构,我的袜子穿破了。,"[""袜子"", ""短袜"", ""毛袜"", ""丝袜"", ""裤袜"", ""长袜"", ""棉袜""]"
1976,1976,捆,"[""kǔn""]",扌,10,左右结构,卡车上的货物已捆扎牢固了。,"[""捆绑"", ""捆扎"", ""捆住""]"
1977,1977,妇,"[""fù""]",女,6,左右结构,他们夫妇是非常值得尊敬的。,"[""妇女"", ""妇联"", ""夫妇"", ""妇孺"", ""夫唱妇随"", ""妇孺皆知"", ""妇人之仁"", ""老弱妇孺""]"
1978,1978,麻,"[""má""]",麻 (dictionary),11,半包围结构,我们不希望有太多的麻烦。,"[""麻烦"", ""麻痹"", ""麻将"", ""麻利"", ""麻花"", ""麻木"", ""麻雀"", ""麻醉"", ""麻木不仁"", ""心乱如麻""]"
1979,1979,症,"[""zhèng""]",疒,10,半包围结构,问题的症结恐怕就在这里。,"[""症状"", ""症结"", ""癌症"", ""病症"", ""急症"", ""顽症"", ""对症"", ""对症下药"", ""疑难杂症""]"
1980,1980,疾,"[""jí""]",疒 (dictionary),10,半包围结构,这是一种比较罕见的疾病。,"[""疾病"", ""疾苦"", ""疾驰"", ""疾风"", ""积劳成疾"", ""疾言厉色"", ""痛心疾首"", ""眼疾手快""]"
1981,1981,姿,"[""zī""]",女,9,上下结构,她摆了一个优美的姿势。,"[""姿势"", ""姿态"", ""姿色"", ""舞姿"", ""婀娜多姿"", ""英姿飒爽"", ""多姿多彩"", ""绚丽多姿""]"
1982,1982,势,"[""shì""]",力,8,上下结构,他能够应付当前的局势。,"[""局势"", ""姿势"", ""势力"", ""势必"", ""权势"", ""势头"", ""手势"", ""大势"", ""势在必行"", ""仗势欺人""]"
1983,1983,况,"[""kuàng""]",冫,7,左右结构,我看这两种情况有相似处。,"[""情况"", ""况且"", ""何况"", ""概况"", ""近况"", ""状况"", ""战况"", ""境况"", ""每况愈下"", ""盛况"", ""空前""]"
1984,1984,镇,"[""zhèn""]",金,15,左右结构,这个小镇上有两所中学。,"[""冰镇"", ""镇长"", ""小镇"", ""镇压"", ""镇痛"", ""坐镇"", ""乡镇"", ""镇店之宝"", ""镇定"", ""自若""]"
1985,1985,绪,"[""xù""]",纟,11,左右结构,一切似乎都已准备就绪。,"[""思绪"", ""头绪"", ""情绪"", ""就绪"", ""千头万绪"", ""离情别绪"", ""思绪万千"", ""茫无头绪""]"
1986,1986,述,"[""shù""]",讠,8,半包围结构,他具有清晰的表述能力。,"[""讲述"", ""叙述"", ""表述"", ""口述"", ""描述"", ""论述"", ""陈述"", ""述职"", ""述说""]"
1987,1987,励,"[""lì""]",力,7,左右结构,这个办法鼓励了每一个人。,"[""励志"", ""鼓励"", ""勉励"", ""奖励"", ""激励"", ""励精图治""]"
1988,1988,锤,"[""chuí""]",金,13,左右结构,我的工具箱里少了一把锤子。,"[""锤炼"", ""铅锤"", ""铁锤"", ""千锤百炼""]"
1989,1989,堵,"[""dǔ""]",土,11,左右结构,真讨厌！这扇门堵住了。,"[""堵车"", ""堵截"", ""堵塞"", ""堵心"", ""围堵"", ""围追堵截""]"
1990,1990,获,"[""huò""]",艹,10,上下结构,我决心要努力获得成功。,"[""获得"", ""获救"", ""获取"", ""获悉"", ""获准"", ""捕获"", ""获胜"", ""不劳而获"", ""如获至宝""]"
1991,1991,予,"[""yǔ""]",子,4,独体结构,老师对我寄予很大希望。,"[""赋予"", ""给予"", ""授予"", ""准予"", ""生死予夺"", ""予人口实"", ""予取予求""]"
1992,1992,圣,"[""shèng""]",又 (dictionary),5,上下结构,那个国家的人过圣诞节吗？,"[""圣地"", ""神圣"", ""圣诞"", ""圣火"", ""圣洁"", ""圣人"", ""圣旨"", ""超凡入圣"", ""古圣先贤""]"
1993,1993,诞,"[""dàn""]",讠,8,左右结构,你要在圣诞节回家去吗？,"[""诞生"", ""诞辰"", ""荒诞"", ""怪诞"", ""华诞"", ""圣诞"", ""荒诞无稽""]"
1994,1994,享,"[""xiǎng""]",亠,8,上下结构,我想与你分享这个好消息。,"[""享受"", ""享有"", ""分享"", ""享福"", ""享乐"", ""享年"", ""坐享其成"", ""有福同享"", ""享有盛誉""]"
1995,1995,默,"[""mò""]",黑,16,左右结构,他平时是个非常沉默的人。,"[""默然"", ""默认"", ""默写"", ""默许"", ""默读"", ""默契"", ""沉默"", ""默不作声"", ""默默无闻""]"
1996,1996,糖,"[""táng""]",米,16,左右结构,我最爱吃大白兔奶糖。,"[""糖果"", ""白糖"", ""糖水"", ""喜糖"", ""糖衣炮弹"", ""糖舌蜜口""]"
1997,1997,逛,"[""guàng""]",辶,10,半包围结构,今天我和妈妈去逛街。,"[""逛街"", ""闲逛"", ""逛荡""]"
1998,1998,援,"[""yuán""]",扌,12,左右结构,他看出她是孤立无援的。,"[""外援"", ""援助"", ""增援"", ""援军"", ""援兵"", ""支援"", ""孤立无援"", ""一方有难"", ""八方支援""]"
1999,1999,仁,"[""rén""]",亻,4,左右结构,他对谁都一视同仁。,"[""仁义"", ""仁爱"", ""仁厚"", ""仁慈"", ""果仁"", ""杏仁"", ""虾仁"", ""仁至义尽"", ""不仁不义""]"
2000,2000,偿,"[""cháng""]",亻,11,左右结构,我很高兴我终于如愿以偿了。,"[""偿还"", ""偿命"", ""报偿"", ""补偿"", ""抵偿"", ""赔偿"", ""无偿"", ""得不偿失"", ""如愿以偿""]"
2002,2001,俊,"[""jùn""]",亻,9,左右结构,小伙子长得挺英俊的。,"[""英俊"", ""俊俏"", ""俊美"", ""俊朗"", ""忍俊不禁"", ""英俊潇洒"", ""识时务者为俊杰""]"
2001,2002,俏,"[""qiào""]",亻,9,左右结构,这是一句巧妙的俏皮话。,"[""俏丽"", ""俏皮"", ""俊俏"", ""走俏"", ""打情骂俏"", ""风言俏语""]"
2003,2003,拂,"[""fú""]",扌,8,左右结构,她拂去桌子上的碎屑。,"[""吹拂"", ""拂晓"", ""拂拭"", ""拂袖而去""]"
2004,2004,增,"[""zēng""]",土,15,左右结构,它给生活增添了一些色彩。,"[""增添"", ""增加"", ""增大"", ""增减"", ""增进"", ""递增"", ""增援"", ""猛增"", ""与日俱增"", ""扭亏增盈""]"
2005,2005,掠,"[""lüè""]",扌,11,左右结构,她嘴角上掠过一丝微笑。,"[""掠夺"", ""掠取"", ""浮光掠影""]"
2006,2006,偶,"[""ǒu""]",亻,11,左右结构,我偶尔晚上出去看看戏。,"[""偶尔"", ""偶感"", ""偶然"", ""偶像"", ""配偶"", ""玩偶"", ""无独有偶"", ""偶感风寒""]"
2007,2007,沾,"[""zhān""]",氵,8,左右结构,孩子们全身沾满了污泥。,"[""沾染"", ""沾光"", ""沾边"", ""沾亲带故"", ""沾沾自喜""]"
2008,2008,漾,"[""yàng""]",氵,14,左右结构,微风吹过，湖面上水波荡漾。,"[""荡漾"", ""微波荡漾""]"
2009,2009,谱,"[""pǔ""]",讠,14,左右结构,他谱写了一首春天的赞歌。,"[""食谱"", ""谱写"", ""乐谱"", ""棋谱"", ""谱曲""]"
2010,2010,咏,"[""yǒng""]",口,8,左右结构,你看昨晚的校园歌咏比赛了吗？,"[""歌咏"", ""咏梅"", ""吟咏""]"
2011,2011,绦,"[""tāo""]",纟,10,左右结构,碧玉妆成一树高，万条垂下绿丝绦。,"[""绦虫"", ""绦线""]"
2012,2012,泗,"[""sì""]",氵,8,左右结构,泗水县位于山东省中南部。,"[""泗水""]"
2013,2013,滨,"[""bīn""]",氵,13,左右结构,那座海滨小城现在到处都是游客。,"[""海滨"", ""滨海"", ""湖滨"", ""哈尔滨""]"
2014,2014,挨,"[""āi"", ""ái""]",扌,10,左右结构,学生们一个挨一个地走进教室。,"[""挨着"", ""挨近"", ""挨家挨户"", ""挨打"", ""挨饿"", ""挨骂""]"
2015,2015,胀,"[""zhàng""]",月,8,左右结构,物体受热则膨胀。,"[""腹胀"", ""膨胀"", ""肿胀"", ""热胀冷缩"", ""头昏脑胀""]"
2016,2016,翩,"[""piān""]",羽,15,左右结构,他一表人才，风度翩翩。,"[""翩翩"", ""翩然"", ""浮想联翩"", ""翩翩少年"", ""翩然起舞""]"
2017,2017,秆,"[""gān""]",禾,8,左右结构,农作物秆资源的开发利用。,"[""秸秆"", ""麦秆""]"
2018,2018,绣,"[""xiù""]",纟,10,左右结构,刺绣的活儿终于做完了。,"[""绣花"", ""绣球"", ""刺绣"", ""绣鞋"", ""湘绣"", ""苏绣"", ""锦绣"", ""前程"", ""锦绣江山""]"
2019,2019,赤,"[""chì""]",赤,7,独体结构,大家吵得面红耳赤。,"[""赤城"", ""赤道"", ""赤子"", ""赤裸裸"", ""赤胆忠心"", ""赤手空拳""]"
2020,2020,褐,"[""hè""]",衤,14,左右结构,你不适合穿褐色衣服。,"[""褐色""]"
2021,2021,衬,"[""chèn""]",衤,8,左右结构,他为自己定做了三件衬衫。,"[""衬衣"", ""衬衫"", ""衬托"", ""帮衬"", ""陪衬""]"
2022,2022,衫,"[""shān""]",衤,8,左右结构,他要拿一件干净的衬衫。,"[""衬衫"", ""衣衫"", ""云衫"", ""衣衫褴褛""]"
2023,2023,泛,"[""fàn""]",氵,7,左右结构,他嘴角泛出了一丝微笑。,"[""泛滥"", ""泛指"", ""泛舟"", ""广泛"", ""泛泛之交"", ""泛泛而谈""]"
2024,2024,锐,"[""ruì""]",钅,11 (dictionary),左右结构,他的感觉有时候非常敏锐。,"[""锐减"", ""锐角"", ""锐气"", ""锐意"", ""敏锐"", ""尖锐"", ""精锐"", ""锐不可当"", ""养精蓄锐""]"
2025,2025,饲,"[""sì""]",饣,8,左右结构,你们用什么饲料喂养家禽？,"[""饲料"", ""饲养""]"
2026,2026,翁,"[""wēng""]",羽,10,上下结构,那个富翁住在豪华的宅子里。,"[""富翁"", ""渔翁"", ""老翁"", ""渔翁得利"", ""塞翁失马""]"
2027,2027,峭,"[""qiào""]",山,10,左右结构,他们缓慢地爬上峭壁。,"[""峭壁"", ""峭立"", ""春寒料峭"", ""悬崖峭壁""]"
2028,2028,欧,"[""ōu""]",欠,8,左右结构,欧洲的天气都比较寒冷。,"[""欧洲"", ""欧盟"", ""西欧"", ""欧元""]"
2029,2029,洲,"[""zhōu""]",氵,9,左右结构,欧洲国家的面积都不大。,"[""欧洲"", ""大洲"", ""美洲"", ""亚洲"", ""非洲"", ""大洋洲"", ""洲际导弹""]"
2030,2030,瑞,"[""ruì""]",王,13,左右结构,瑞士法郎是一种货币。,"[""瑞士"", ""瑞雪"", ""祥瑞"", ""瑞雪兆丰年""]"
2031,2031,启,"[""qǐ""]",户,7,半包围结构,这件事给我很大的启发。,"[""启迪"", ""启示"", ""启发"", ""启齿"", ""启蒙"", ""启航"", ""启程"", ""开启"", ""承上启下"", ""难以启齿""]"
2032,2032,殊,"[""shū""]",歹,10,左右结构,这个特殊问题难倒了她。,"[""特殊"", ""殊荣"", ""殊勋""]"
2033,2033,骤,"[""zhòu""]",马,17,左右结构,昨晚气温骤降，你要多穿点衣服。,"[""骤变"", ""骤起"", ""骤降"", ""骤然"", ""步骤"", ""暴风骤雨""]"
2034,2034,跋,"[""bá""]",足,12,左右结构,我们在雨中跋涉了几个小时。,"[""跋扈"", ""跋涉"", ""题跋"", ""嚣张跋扈"", ""跋山涉水""]"
2035,2035,涉,"[""shè""]",氵,10,左右结构,我们只好涉水过河到对岸。,"[""涉及"", ""涉水"", ""涉猎"", ""涉嫌"", ""涉险"", ""涉足"", ""交涉"", ""涉世"", ""涉世未深"", ""跋山涉水""]"
2036,2036,濒,"[""bīn""]",氵,16,左右结构,许多种昆虫濒临灭绝边缘。,"[""濒临"", ""濒危"", ""濒危物种""]"
2037,2037,覆,"[""fù""]",西,18,上下结构,地上覆盖着厚厚的积雪。,"[""覆灭"", ""覆盖"", ""颠覆"", ""天翻"", ""地覆"", ""翻云覆雨"", ""翻来"", ""覆去"", ""重蹈覆辙""]"
2038,2038,厢,"[""xiāng""]",厂,11,半包围结构,我独自坐在空车厢里。,"[""车厢"", ""包厢"", ""一厢情愿"", ""两厢厮守""]"
2039,2039,郁,"[""yù""]",阝,9 (dictionary),左右结构,咖啡是一种香味浓郁的饮料。,"[""忧郁"", ""郁闷"", ""浓郁"", ""抑郁"", ""抑郁成疾""]"
2040,2040,澈,"[""chè""]",氵,15,左右结构,这条河的水很清澈。,"[""清澈"", ""明澈""]"
2041,2041,湛,"[""zhàn""]",氵,12,左右结构,天空湛蓝，空气清新宜人。,"[""精湛"", ""湛蓝"", ""湛清"", ""深湛""]"
2042,2042,犁,"[""lí""]",牛,11,上下结构,农民在春天犁地播种,"[""犁地"", ""犁田"", ""犁沟""]"
2043,2043,裸,"[""luǒ""]",衤,13,左右结构,但是更多的是赤裸裸的形式。,"[""裸露"", ""裸婚"", ""裸体"", ""赤裸"", ""裸睡"", ""裸视""]"
2044,2044,扩,"[""kuò""]",扌,6,左右结构,咱们应当扩大一下眼界。,"[""扩大"", ""扩充"", ""扩建"", ""扩容"", ""扩散"", ""扩展"", ""扩招""]"
2045,2045,栋,"[""dòng""]",木,9,左右结构,这栋房子在芳草街上独具特色。,"[""栋梁"", ""栋梁之材"", ""雕梁画栋"", ""汗牛充栋""]"
2046,2046,咆,"[""páo""]",口,8,左右结构,他像野兽般地咆哮起来。,"[""咆哮"", ""咆哮如雷""]"
2047,2047,哮,"[""xiāo (dictionary)"", ""xiào (dictionary)""]",口,10,左右结构,不容对方还嘴，他又咆哮起来。,"[""咆哮"", ""哮喘"", ""咆哮如雷""]"
2048,2048,浊,"[""zhuó""]",氵,9,左右结构,下雨后河水十分浑浊。,"[""浑浊"", ""污浊"", ""浊流"", ""浊音"", ""激浊扬清"", ""污泥浊水""]"
2049,2049,廉,"[""lián""]",广,13,左上包围结构,本地商店有些廉价的收音机。,"[""廉价"", ""廉洁"", ""廉租"", ""清廉"", ""低廉"", ""廉政"", ""物美价廉"", ""礼义廉耻""]"
2050,2050,贪,"[""tān""]",贝,8,上下结构,他不馋，只是贪吃而已,"[""贪玩"", ""贪财"", ""贪吃"", ""贪官"", ""贪污"", ""贪心"", ""贪图"", ""贪欲"", ""贪生怕死"", ""贪得无厌""]"
2051,2051,罪,"[""zuì""]",罒,13,上下结构,可怜的小家伙又要受罪了。,"[""受罪"", ""罪状"", ""罪犯"", ""罪恶"", ""罪过"", ""罪孽"", ""负荆请罪"", ""请罪"", ""戴罪"", ""立功""]"
2052,2052,偏,"[""piān""]",亻,11,左右结构,我认为他的思想太偏激了。,"[""偏心"", ""偏激"", ""偏重"", ""偏差"", ""偏见"", ""偏袒"", ""偏远"", ""不偏不倚"", ""偏听偏信""]"
2053,2053,罚,"[""fá""]",罒,9,上下结构,他的行为使他受到了应有的惩罚。,"[""惩罚"", ""罚单"", ""罚金"", ""罚款"", ""罚球"", ""赏罚分明""]"
2054,2054,劣,"[""liè""]",力,6,上下结构,比赛因天气恶劣而取消。,"[""恶劣"", ""劣质"", ""劣势"", ""低劣"", ""优劣"", ""优胜"", ""劣汰"", ""拙劣"", ""不堪""]"
2055,2055,窟,"[""kū""]",穴,13,上下结构,她在地上挖了一个窟窿。,"[""窟窿"", ""石窟"", ""魔窟"", ""狡兔三窟""]"
2056,2056,窿,"[""lóng""]",穴,16,上下结构,他的旧毛巾满是窟窿。,"[""窟窿"", ""冰窟窿"", ""窟窿眼儿""]"
2057,2057,叼,"[""diāo""]",口,5,左右结构,黄鼠狼叼走一只小鸡。,"[""叼着"", ""叼住""]"
2058,2058,劝,"[""quàn""]",力,4,左右结构,他们竭力劝我不要这样做。,"[""劝告"", ""劝架"", ""劝解"", ""劝说"", ""劝降"", ""劝阻"", ""规劝""]"
2059,2059,缠,"[""chán""]",纟,13,左右结构,为什么你非要缠着我不可？,"[""难缠"", ""缠绵"", ""缠绕"", ""纠缠"", ""盘缠"", ""胡搅蛮缠""]"
2060,2060,魏,"[""wèi""]",鬼,17,左右结构,他是魏晋南北朝时期的儒学家。,"[""魏国"", ""魏碑"", ""北魏"", ""围魏救赵""]"
2061,2061,弦,"[""xián""]",弓,8,左右结构,优美的琴声拨动着听众的心弦。,"[""弓弦"", ""和弦"", ""心弦"", ""弦外之音"", ""扣人心弦"", ""离弦之箭"", ""触人心弦""]"
2062,2062,悲,"[""bēi""]",心,12,上下结构,他们了解到了战争的悲惨。,"[""悲壮"", ""悲观"", ""悲惨"", ""慈悲"", ""悲痛"", ""悲哀"", ""可悲"", ""悲剧"", ""悲欢"", ""离合"", ""大慈"", ""大悲""]"
2063,2063,惨,"[""cǎn""]",忄,11,左右结构,这件事可把她害惨了。,"[""惨败"", ""惨死"", ""惨状"", ""凄惨"", ""悲惨"", ""惨淡"", ""惨案"", ""惨白"", ""惨不忍睹"", ""惨绝人寰""]"
2064,2064,愈,"[""yù""]",心,13,上下结构,伤口经过很长时间才愈合。,"[""愈合"", ""痊愈"", ""病愈"", ""愈演"", ""愈烈"", ""每况愈下""]"
2065,2065,嘱,"[""zhǔ""]",口,15,左右结构,她嘱咐他们要努力进取。,"[""嘱托"", ""叮嘱"", ""遗嘱"", ""医嘱"", ""嘱咐"", ""千叮万嘱""]"
2066,2066,审,"[""shěn""]",宀,8,上下结构,他们遭受了不公正的审判。,"[""审查"", ""审核"", ""审计"", ""审美"", ""审批"", ""审定"", ""庭审"", ""评审"", ""审时度势"", ""审思明辨""]"
2067,2067,肃,"[""sù""]",丰,8,独体结构,房间里的人表情都很严肃。,"[""肃静"", ""严肃"", ""肃立"", ""肃穆"", ""肃然起敬"", ""肃杀之气"", ""安详肃穆""]"
2068,2068,晌,"[""shǎng""]",日,10,左右结构,他们在那儿坐了半晌。,"[""晌午"", ""半晌"", ""前半晌""]"
2069,2069,悦,"[""yuè""]",忄,10,左右结构,他的脸上泛起喜悦的神色。,"[""悦耳"", ""喜悦"", ""不悦"", ""悦目"", ""和颜悦色"", ""赏心悦目"", ""心悦诚服"", ""清脆悦耳""]"
2070,2070,诲,"[""huì""]",讠,9,左右结构,谢谢您对我的教诲。,"[""教诲"", ""训诲"", ""诲人不倦""]"
2071,2071,忧,"[""yōu""]",忄,7,左右结构,我们都为她的安全担忧。,"[""忧愁"", ""忧虑"", ""忧伤"", ""担忧"", ""分忧"", ""无忧"", ""内忧"", ""外患"", ""高枕无忧"", ""忧心忡忡""]"
2072,2072,哀,"[""āi""]",亠,9,上下结构,他抛开了心里那无比的哀愁。,"[""哀嚎"", ""哀求"", ""悲哀"", ""哀悼"", ""默哀"", ""哀怨"", ""喜怒哀乐"", ""节哀"", ""节哀顺变""]"
2073,2073,慰,"[""wèi""]",心,15,上下结构,我们听到消息后感到欣慰。,"[""安慰"", ""慰问"", ""慰藉"", ""抚慰"", ""告慰"", ""欣慰"", ""聊以慰藉"", ""倍感欣慰""]"
2074,2074,梭,"[""suō""]",木,11,左右结构,车辆在高速公路上穿梭行驶,"[""梭子"", ""穿梭"", ""日月如梭""]"
2075,2075,狂,"[""kuáng""]",犭,7,左右结构,他在比赛获胜后欣喜若狂。,"[""狂暴"", ""狂澜"", ""狂妄"", ""狂奔"", ""狂放"", ""狂风"", ""狂欢"", ""猖狂"", ""丧心病狂"", ""狂风暴雨""]"
2076,2076,若,"[""ruò""]",艹,8,上下结构,他装作若无其事的样子。,"[""若干"", ""若是"", ""俨若"", ""若非"", ""若影若现"", ""若无其事"", ""欣喜若狂"", ""旁若无人""]"
2077,2077,俱,"[""jù""]",亻,10,左右结构,你不是这个俱乐部的成员。,"[""面面俱到"", ""玉石俱焚"", ""两败俱伤"", ""一应俱全"", ""与日俱增"", ""万事俱备""]"
2078,2078,拄,"[""zhǔ""]",扌,8,左右结构,她只能拄着拐杖慢慢地走。,"[""拄杖""]"
2079,2079,伍,"[""wǔ""]",亻,6,左右结构,他命令他的队伍向后转。,"[""队伍"", ""入伍"", ""落伍"", ""退伍"", ""为伍"", ""耻与为伍""]"
2080,2080,洪,"[""hóng""]",氵,9,左右结构,洪水淹没了河边的田地。,"[""洪水"", ""山洪"", ""洪亮"", ""洪荒"", ""洪钟"", ""防洪"", ""洪流"", ""洪福齐天"", ""洪水猛兽""]"
2081,2081,纠,"[""jiū""]",纟,5,左右结构,他总是纠缠我。,"[""纠缠"", ""纠纷"", ""纠结"", ""纠正"", ""纠集"", ""纠察"", ""纠葛"", ""纠缠不清"", ""民事纠纷""]"
2082,2082,嫉,"[""jí""]",女,13,左右结构,她心里充满了嫉妒和不安。,"[""嫉妒"", ""嫉恨"", ""嫉恶如仇"", ""嫉贤妒能""]"
2083,2083,妒,"[""dù""]",女,7,左右结构,她的羡慕之中含有妒意。,"[""妒忌"", ""妒火"", ""妒火中烧"", ""嫉贤妒能""]"
2084,2084,肘,"[""zhǒu (dictionary)""]",月,7,左右结构,他用肘部把我挤到一边。,"[""肘子"", ""胳膊肘"", ""捉襟见肘""]"
2085,2085,骂,"[""mà""]",马,9,上下结构,他蛮不讲理，大骂对手。,"[""骂人"", ""骂街"", ""骂名"", ""辱骂"", ""指桑骂槐"", ""打情骂俏""]"
2086,2086,哼,"[""hēng""]",口,10,左右结构,他不禁哼了一声。,"[""哼哼"", ""哼唱"", ""哼哈""]"
2087,2087,侍,"[""shì""]",亻 (dictionary),8,左右结构,侍者送来了菜谱。,"[""侍从"", ""侍卫"", ""侍奉"", ""侍候"", ""侍郎"", ""侍女"", ""侍服"", ""侍者""]"
2088,2088,承,"[""chéng""]",手,8,独体结构,这件事他一口应承下来了。,"[""承认"", ""承担"", ""承接"", ""奉承"", ""承蒙"", ""继承"", ""承包"", ""承办"", ""阿谀奉承"", ""承上启下""]"
2089,2089,缘,"[""yuán""]",纟,12,左右结构,她无缘无故就发怒。,"[""缘分"", ""缘故"", ""缘何"", ""缘起"", ""缘由"", ""不解之缘"", ""无缘无故""]"
2090,2090,谅,"[""liàng""]",讠,10,左右结构,他原谅了我的错误。,"[""原谅"", ""谅解"", ""体谅""]"
2091,2091,瞟,"[""piǎo""]",目,16,左右结构,我侧目瞟了一眼这个建筑物。,"[""瞟见"", ""瞟一眼""]"
2092,2092,御,"[""yù""]",彳,12,左右结构,战士们站成防御队形。,"[""防御"", ""御赐"", ""御敌"", ""御寒"", ""抵御"", ""御用"", ""御厨"", ""御驾"", ""亲征""]"
2093,2093,戒,"[""jiè""]",戈,7,半包围结构,当地人对陌生人往往有戒心。,"[""戒备"", ""戒除"", ""戒心"", ""戒严"", ""戒指"", ""戒律"", ""戒烟"", ""清规戒律"", ""引以为戒""]"
2094,2094,尚,"[""shàng""]",小,8,上下结构,他是一个品德高尚的人。,"[""时尚"", ""崇尚"", ""尚武"", ""尚且"", ""尚早"", ""尚书"", ""和尚"", ""尚可"", ""尚方宝剑"", ""礼尚往来""]"
2095,2095,迅,"[""xùn""]",辶,6,半包围结构,他的反应迅速而干脆。,"[""迅速"", ""迅猛"", ""电讯"", ""迅捷"", ""鲁迅"", ""迅雷不及掩耳""]"
2096,2096,蕴,"[""yùn""]",艹,15,上下结构,浩瀚宇宙里，蕴含着种种超自然力量。,"[""蕴藏"", ""蕴含"", ""底蕴""]"
2097,2097,霎,"[""shà""]",雨,16,上中下结构,他向舷外探了探头，霎时弄得满脸是水。,"[""霎时"", ""一霎""]"
2098,2098,寂,"[""jì""]",宀,11,上下结构,风已经停止，一切归于沉寂。,"[""寂静"", ""寂寞"", ""死寂"", ""圆寂"", ""寂寞难耐"", ""万籁俱寂""]"
2099,2099,恰,"[""qià""]",忄,9,左右结构,今天的情况恰恰相反。,"[""恰当"", ""恰好"", ""恰巧"", ""恰恰"", ""恰如其分"", ""恰到好处"", ""恰恰相反"", ""恰逢其时""]"
2100,2100,犯,"[""fàn""]",犭,5,左右结构,小明犯错了，受到老师的批评。,"[""犯人"", ""犯法"", ""犯规"", ""犯愁"", ""犯罪"", ""主犯"", ""犯困"", ""明知故犯"", ""知法犯法""]"
2101,2101,稚,"[""zhì""]",禾,13,左右结构,你真幼稚，竟然相信那个！,"[""幼稚"", ""稚气"", ""稚子"", ""稚嫩""]"
2102,2102,拙,"[""zhuō""]",扌 (dictionary),8,左右结构,她的表演拙劣得令人难堪。,"[""拙见"", ""拙劣"", ""眼拙"", ""笨拙"", ""藏拙"", ""弄巧成拙"", ""勤能补拙""]"
2103,2103,烦,"[""fán""]",火,10,左右结构,我看得出你有点心烦意乱。,"[""烦心"", ""烦恼"", ""烦人"", ""耐烦"", ""烦躁"", ""麻烦"", ""烦请"", ""不厌其烦"", ""自寻烦恼""]"
2104,2104,输,"[""shū""]",车,13,左右结构,他给那位受伤的人输了血。,"[""输赢"", ""输血"", ""输送"", ""运输"", ""输入"", ""输出"", ""服输"", ""认输"", ""满盘皆输""]"
2105,2105,睫,"[""jié""]",目,13,左右结构,睫毛上挂着未干的泪水。,"[""睫毛"", ""眉睫"", ""迫在眉睫""]"
2106,2106,否,"[""fǒu"", ""pǐ""]",口,7,上下结构,我不否认这是件困难的事。,"[""否认"", ""否定"", ""否决"", ""可否"", ""矢口否认"", ""不置可否"", ""否极泰来""]"
2107,2107,恒,"[""héng""]",忄,9,左右结构,只要他有恒心，定能有所成就。,"[""恒心"", ""恒星"", ""恒温"", ""永恒"", ""恒久"", ""持之以恒""]"
2108,2108,拭,"[""shì""]",扌,9,左右结构,我将拭目以待会发生什么。,"[""擦拭"", ""拂拭"", ""拭目以待""]"
2109,2109,捂,"[""wǔ""]",手,10,左右结构,他用手帕捂着鼻子。,"[""捂脸"", ""捂住""]"
2110,2110,拳,"[""quán""]",手,10,上下结构,他一拳就把对手打倒在地。,"[""拳头"", ""打拳"", ""拳脚"", ""拳击"", ""拳打脚踢"", ""摩拳擦掌"", ""赤手空拳"", ""花拳绣腿""]"
2111,2111,竭,"[""jié""]",立,14,左右结构,他竭力让局面缓和下来。,"[""竭力"", ""竭诚"", ""竭尽"", ""枯竭"", ""竭尽全力"", ""竭泽而渔""]"
2112,2112,竟,"[""jìng""]",立,11,上下结构,古话说，有志者事竟成。,"[""竟然"", ""毕竟"", ""究竟"", ""竟敢""]"
2113,2113,匆,"[""cōng""]",勺,5,独体结构,她的文章我匆匆读过一遍。,"[""匆忙"", ""匆匆"", ""匆促"", ""匆匆忙忙"", ""行色匆匆"", ""岁月匆匆"", ""匆匆一别""]"
2114,2114,绊,"[""bàn""]",纟,8,左右结构,他被树根绊了一下。,"[""绊倒"", ""绊住"", ""羁绊"", ""牵绊"", ""绊手绊脚"", ""磕磕绊绊""]"
2115,2115,瞬,"[""shùn""]",目,17,左右结构,这都是一转瞬之间发生的。,"[""瞬间"", ""瞬息"", ""瞬时"", ""转瞬即逝"", ""瞬息万变""]"
2116,2116,凑,"[""còu""]",氵,11,左右结构,日程安排得很紧凑。,"[""紧凑"", ""凑合"", ""凑近"", ""凑巧"", ""帮凑"", ""拼凑"", ""凑钱"", ""东拼西凑""]"
2117,2117,咽,"[""yàn"", ""yè"", ""yān""]",口,9,左右结构,他狼吞虎咽地大吃了起来。,"[""下咽"", ""咽气"", ""吞咽"", ""哽咽"", ""呜咽"", ""咽喉""]"
2118,2118,唾,"[""tuò""]",口,11,左右结构,他认为那是唾手可得的事。,"[""唾沫"", ""唾骂"", ""唾手可得"", ""唾沫横飞""]"
